"Tabela 4361 - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência, por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência"
"Unidade da Federação";"Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Unidade da Federação";"2012";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2013";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2014";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2015";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2016";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2017";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2018";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2019";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2022";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2023";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2024"
"Unidade da Federação";"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar";;"Empregado";;"Empregado no setor privado, exclusive trabalhador doméstico";;"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada";;"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada";;"Trabalhador doméstico";;"Trabalhador doméstico - com carteira de trabalho assinada";;"Trabalhador doméstico - sem carteira de trabalho assinada";;"Empregado no setor público";;"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada";;"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada";;"Empregado no setor público - militar e funcionário público estatutário";;"Empregador";;"Empregador com CNPJ";;"Empregador sem CNPJ";;"Conta própria";;"Conta própria com CNPJ";;"Conta própria sem CNPJ";;"Trabalhador familiar auxiliar"
"Rondônia";"461";"Mil pessoas";"311";"Mil pessoas";"216";"Mil pessoas";"95";"Mil pessoas";"42";"Mil pessoas";"8";"Mil pessoas";"34";"Mil pessoas";"107";"Mil pessoas";"9";"Mil pessoas";"9";"Mil pessoas";"89";"Mil pessoas";"23";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"212";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"46";"Mil pessoas";"468";"Mil pessoas";"310";"Mil pessoas";"230";"Mil pessoas";"80";"Mil pessoas";"43";"Mil pessoas";"11";"Mil pessoas";"32";"Mil pessoas";"115";"Mil pessoas";"7";"Mil pessoas";"12";"Mil pessoas";"96";"Mil pessoas";"20";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"219";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"43";"Mil pessoas";"480";"Mil pessoas";"324";"Mil pessoas";"239";"Mil pessoas";"85";"Mil pessoas";"45";"Mil pessoas";"11";"Mil pessoas";"34";"Mil pessoas";"112";"Mil pessoas";"6";"Mil pessoas";"11";"Mil pessoas";"94";"Mil pessoas";"25";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"207";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"46";"Mil pessoas";"459";"Mil pessoas";"321";"Mil pessoas";"230";"Mil pessoas";"91";"Mil pessoas";"34";"Mil pessoas";"11";"Mil pessoas";"23";"Mil pessoas";"104";"Mil pessoas";"6";"Mil pessoas";"10";"Mil pessoas";"89";"Mil pessoas";"20";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"218";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"36";"Mil pessoas";"462";"Mil pessoas";"312";"Mil pessoas";"206";"Mil pessoas";"106";"Mil pessoas";"40";"Mil pessoas";"10";"Mil pessoas";"29";"Mil pessoas";"111";"Mil pessoas";"5";"Mil pessoas";"8";"Mil pessoas";"98";"Mil pessoas";"26";"Mil pessoas";"16";"Mil pessoas";"10";"Mil pessoas";"228";"Mil pessoas";"34";"Mil pessoas";"194";"Mil pessoas";"37";"Mil pessoas";"494";"Mil pessoas";"338";"Mil pessoas";"235";"Mil pessoas";"104";"Mil pessoas";"45";"Mil pessoas";"11";"Mil pessoas";"34";"Mil pessoas";"111";"Mil pessoas";"3";"Mil pessoas";"10";"Mil pessoas";"98";"Mil pessoas";"30";"Mil pessoas";"20";"Mil pessoas";"10";"Mil pessoas";"211";"Mil pessoas";"20";"Mil pessoas";"191";"Mil pessoas";"50";"Mil pessoas";"484";"Mil pessoas";"316";"Mil pessoas";"207";"Mil pessoas";"109";"Mil pessoas";"44";"Mil pessoas";"7";"Mil pessoas";"37";"Mil pessoas";"125";"Mil pessoas";"4";"Mil pessoas";"12";"Mil pessoas";"109";"Mil pessoas";"34";"Mil pessoas";"22";"Mil pessoas";"13";"Mil pessoas";"222";"Mil pessoas";"23";"Mil pessoas";"199";"Mil pessoas";"36";"Mil pessoas";"512";"Mil pessoas";"339";"Mil pessoas";"228";"Mil pessoas";"112";"Mil pessoas";"48";"Mil pessoas";"10";"Mil pessoas";"38";"Mil pessoas";"124";"Mil pessoas";"7";"Mil pessoas";"14";"Mil pessoas";"103";"Mil pessoas";"27";"Mil pessoas";"20";"Mil pessoas";"7";"Mil pessoas";"232";"Mil pessoas";"28";"Mil pessoas";"204";"Mil pessoas";"45";"Mil pessoas";"504";"Mil pessoas";"334";"Mil pessoas";"244";"Mil pessoas";"89";"Mil pessoas";"40";"Mil pessoas";"11";"Mil pessoas";"28";"Mil pessoas";"130";"Mil pessoas";"3";"Mil pessoas";"9";"Mil pessoas";"118";"Mil pessoas";"23";"Mil pessoas";"18";"Mil pessoas";"5";"Mil pessoas";"244";"Mil pessoas";"47";"Mil pessoas";"198";"Mil pessoas";"33";"Mil pessoas";"473";"Mil pessoas";"326";"Mil pessoas";"237";"Mil pessoas";"89";"Mil pessoas";"35";"Mil pessoas";"7";"Mil pessoas";"28";"Mil pessoas";"112";"Mil pessoas";"6";"Mil pessoas";"15";"Mil pessoas";"91";"Mil pessoas";"28";"Mil pessoas";"22";"Mil pessoas";"6";"Mil pessoas";"232";"Mil pessoas";"31";"Mil pessoas";"201";"Mil pessoas";"37";"Mil pessoas";"506";"Mil pessoas";"349";"Mil pessoas";"257";"Mil pessoas";"92";"Mil pessoas";"41";"Mil pessoas";"7";"Mil pessoas";"33";"Mil pessoas";"117";"Mil pessoas";"11";"Mil pessoas";"18";"Mil pessoas";"89";"Mil pessoas";"31";"Mil pessoas";"23";"Mil pessoas";"8";"Mil pessoas";"290";"Mil pessoas";"43";"Mil pessoas";"246";"Mil pessoas";"23";"Mil pessoas";"495";"Mil pessoas";"319";"Mil pessoas";"241";"Mil pessoas";"78";"Mil pessoas";"44";"Mil pessoas";"11";"Mil pessoas";"33";"Mil pessoas";"132";"Mil pessoas";"6";"Mil pessoas";"23";"Mil pessoas";"102";"Mil pessoas";"23";"Mil pessoas";"16";"Mil pessoas";"7";"Mil pessoas";"287";"Mil pessoas";"44";"Mil pessoas";"244";"Mil pessoas";"18";"Mil pessoas";"504";"Mil pessoas";"298";"Mil pessoas";"229";"Mil pessoas";"69";"Mil pessoas";"48";"Mil pessoas";"6";"Mil pessoas";"43";"Mil pessoas";"158";"Mil pessoas";"15";"Mil pessoas";"22";"Mil pessoas";"121";"Mil pessoas";"21";"Mil pessoas";"15";"Mil pessoas";"6";"Mil pessoas";"304";"Mil pessoas";"51";"Mil pessoas";"253";"Mil pessoas";"19";"Mil pessoas"
"Acre";"186";"Mil pessoas";"98";"Mil pessoas";"65";"Mil pessoas";"33";"Mil pessoas";"23";"Mil pessoas";"5";"Mil pessoas";"18";"Mil pessoas";"65";"Mil pessoas";"15";"Mil pessoas";"11";"Mil pessoas";"39";"Mil pessoas";"9";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"80";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"21";"Mil pessoas";"185";"Mil pessoas";"98";"Mil pessoas";"64";"Mil pessoas";"33";"Mil pessoas";"20";"Mil pessoas";"4";"Mil pessoas";"17";"Mil pessoas";"67";"Mil pessoas";"16";"Mil pessoas";"13";"Mil pessoas";"37";"Mil pessoas";"7";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"92";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"14";"Mil pessoas";"192";"Mil pessoas";"103";"Mil pessoas";"74";"Mil pessoas";"28";"Mil pessoas";"20";"Mil pessoas";"5";"Mil pessoas";"15";"Mil pessoas";"70";"Mil pessoas";"14";"Mil pessoas";"15";"Mil pessoas";"41";"Mil pessoas";"7";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"92";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"17";"Mil pessoas";"189";"Mil pessoas";"100";"Mil pessoas";"66";"Mil pessoas";"34";"Mil pessoas";"21";"Mil pessoas";"4";"Mil pessoas";"17";"Mil pessoas";"67";"Mil pessoas";"11";"Mil pessoas";"16";"Mil pessoas";"40";"Mil pessoas";"8";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"90";"Mil pessoas";"-";"Mil pessoas";"-";"Mil pessoas";"27";"Mil pessoas";"192";"Mil pessoas";"104";"Mil pessoas";"66";"Mil pessoas";"39";"Mil pessoas";"21";"Mil pessoas";"6";"Mil pessoas";"15";"Mil pessoas";"67";"Mil pessoas";"9";"Mil pessoas";"21";"Mil pessoas";"37";"Mil pessoas";"7";"Mil pessoas";"5";"Mil pessoas";"2";"Mil pessoas";"85";"Mil pessoas";"7";"Mil pessoas";"77";"Mil pessoas";"14";"Mil pessoas";"185";"Mil pessoas";"105";"Mil pessoas";"62";"Mil pessoas";"42";"Mil pessoas";"20";"Mil pessoas";"4";"Mil pessoas";"15";"Mil pessoas";"61";"Mil pessoas";"8";"Mil pessoas";"20";"Mil pessoas";"33";"Mil pessoas";"9";"Mil pessoas";"6";"Mil pessoas";"3";"Mil pessoas";"85";"Mil pessoas";"6";"Mil pessoas";"79";"Mil pessoas";"14";"Mil pessoas";"204";"Mil pessoas";"116";"Mil pessoas";"73";"Mil pessoas";"43";"Mil pessoas";"18";"Mil pessoas";"3";"Mil pessoas";"16";"Mil pessoas";"70";"Mil pessoas";"11";"Mil pessoas";"19";"Mil pessoas";"40";"Mil pessoas";"9";"Mil pessoas";"5";"Mil pessoas";"4";"Mil pessoas";"90";"Mil pessoas";"8";"Mil pessoas";"83";"Mil pessoas";"16";"Mil pessoas";"182";"Mil pessoas";"104";"Mil pessoas";"69";"Mil pessoas";"35";"Mil pessoas";"16";"Mil pessoas";"3";"Mil pessoas";"13";"Mil pessoas";"62";"Mil pessoas";"5";"Mil pessoas";"17";"Mil pessoas";"40";"Mil pessoas";"10";"Mil pessoas";"8";"Mil pessoas";"2";"Mil pessoas";"98";"Mil pessoas";"9";"Mil pessoas";"89";"Mil pessoas";"14";"Mil pessoas";"173";"Mil pessoas";"98";"Mil pessoas";"67";"Mil pessoas";"30";"Mil pessoas";"15";"Mil pessoas";"3";"Mil pessoas";"12";"Mil pessoas";"61";"Mil pessoas";"6";"Mil pessoas";"15";"Mil pessoas";"40";"Mil pessoas";"10";"Mil pessoas";"7";"Mil pessoas";"3";"Mil pessoas";"89";"Mil pessoas";"9";"Mil pessoas";"80";"Mil pessoas";"8";"Mil pessoas";"189";"Mil pessoas";"101";"Mil pessoas";"69";"Mil pessoas";"32";"Mil pessoas";"18";"Mil pessoas";"4";"Mil pessoas";"14";"Mil pessoas";"71";"Mil pessoas";"5";"Mil pessoas";"16";"Mil pessoas";"50";"Mil pessoas";"9";"Mil pessoas";"7";"Mil pessoas";"1";"Mil pessoas";"105";"Mil pessoas";"9";"Mil pessoas";"96";"Mil pessoas";"7";"Mil pessoas";"218";"Mil pessoas";"125";"Mil pessoas";"79";"Mil pessoas";"46";"Mil pessoas";"18";"Mil pessoas";"4";"Mil pessoas";"14";"Mil pessoas";"76";"Mil pessoas";"6";"Mil pessoas";"20";"Mil pessoas";"50";"Mil pessoas";"8";"Mil pessoas";"7";"Mil pessoas";"1";"Mil pessoas";"91";"Mil pessoas";"10";"Mil pessoas";"81";"Mil pessoas";"8";"Mil pessoas";"211";"Mil pessoas";"112";"Mil pessoas";"78";"Mil pessoas";"34";"Mil pessoas";"23";"Mil pessoas";"4";"Mil pessoas";"19";"Mil pessoas";"76";"Mil pessoas";"7";"Mil pessoas";"16";"Mil pessoas";"53";"Mil pessoas";"8";"Mil pessoas";"6";"Mil pessoas";"2";"Mil pessoas";"89";"Mil pessoas";"8";"Mil pessoas";"81";"Mil pessoas";"7";"Mil pessoas";"239";"Mil pessoas";"142";"Mil pessoas";"92";"Mil pessoas";"49";"Mil pessoas";"25";"Mil pessoas";"3";"Mil pessoas";"21";"Mil pessoas";"72";"Mil pessoas";"6";"Mil pessoas";"18";"Mil pessoas";"49";"Mil pessoas";"10";"Mil pessoas";"7";"Mil pessoas";"4";"Mil pessoas";"81";"Mil pessoas";"8";"Mil pessoas";"73";"Mil pessoas";"9";"Mil pessoas"
