"Tabela 7125 - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade, por cor ou raça e grupo de idade",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variável - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade,,,,,,,
Nível,Cód.,"Brasil, Grande Região e Unidade da Federação",Ano,Cor ou raça,Grupo de idade,,
UF,13,Amazonas,2022,Branca,18 anos ou mais,3.8,%
UF,13,Amazonas,2022,Branca,25 anos ou mais,4.6,%
UF,13,Amazonas,2022,Branca,40 anos ou mais,7.4,%
UF,13,Amazonas,2022,Branca,60 anos ou mais,14.4,%
UF,13,Amazonas,2022,Preta ou parda,15 anos ou mais,4.9,%
UF,13,Amazonas,2022,Preta ou parda,18 anos ou mais,5.3,%
UF,13,Amazonas,2022,Preta ou parda,25 anos ou mais,6.3,%
UF,13,Amazonas,2022,Preta ou parda,40 anos ou mais,9.7,%
UF,13,Amazonas,2022,Preta ou parda,60 anos ou mais,18.9,%
UF,13,Amazonas,2023,Total,15 anos ou mais,5.1,%
UF,13,Amazonas,2023,Total,18 anos ou mais,5.4,%
UF,13,Amazonas,2023,Total,25 anos ou mais,6.5,%
UF,13,Amazonas,2023,Total,40 anos ou mais,10.2,%
UF,13,Amazonas,2023,Total,60 anos ou mais,19.8,%
UF,13,Amazonas,2023,Branca,15 anos ou mais,3.8,%
UF,13,Amazonas,2023,Branca,18 anos ou mais,4.1,%
UF,13,Amazonas,2023,Branca,25 anos ou mais,4.8,%
UF,13,Amazonas,2023,Branca,40 anos ou mais,7.7,%
UF,13,Amazonas,2023,Branca,60 anos ou mais,15.1,%
UF,13,Amazonas,2023,Preta ou parda,15 anos ou mais,5.0,%
UF,13,Amazonas,2023,Preta ou parda,18 anos ou mais,5.4,%
UF,13,Amazonas,2023,Preta ou parda,25 anos ou mais,6.5,%
UF,13,Amazonas,2023,Preta ou parda,40 anos ou mais,10.1,%
UF,13,Amazonas,2023,Preta ou parda,60 anos ou mais,20.6,%
UF,13,Amazonas,2024,Total,15 anos ou mais,4.9,%
UF,13,Amazonas,2024,Total,18 anos ou mais,5.2,%
UF,13,Amazonas,2024,Total,25 anos ou mais,6.3,%
UF,13,Amazonas,2024,Total,40 anos ou mais,9.9,%
UF,13,Amazonas,2024,Total,60 anos ou mais,19.7,%
UF,13,Amazonas,2024,Branca,15 anos ou mais,2.9,%
UF,13,Amazonas,2024,Branca,18 anos ou mais,3.1,%
UF,13,Amazonas,2024,Branca,25 anos ou mais,3.8,%
UF,13,Amazonas,2024,Branca,40 anos ou mais,5.6,%
UF,13,Amazonas,2024,Branca,60 anos ou mais,11.9,%
UF,13,Amazonas,2024,Preta ou parda,15 anos ou mais,4.9,%
UF,13,Amazonas,2024,Preta ou parda,18 anos ou mais,5.3,%
UF,13,Amazonas,2024,Preta ou parda,25 anos ou mais,6.4,%
UF,13,Amazonas,2024,Preta ou parda,40 anos ou mais,10.3,%
UF,13,Amazonas,2024,Preta ou parda,60 anos ou mais,20.4,%
UF,14,Roraima,2016,Total,15 anos ou mais,6.1,%
UF,14,Roraima,2016,Total,18 anos ou mais,6.7,%
UF,14,Roraima,2016,Total,25 anos ou mais,8.0,%
UF,14,Roraima,2016,Total,40 anos ou mais,13.5,%
UF,14,Roraima,2016,Total,60 anos ou mais,29.3,%
UF,14,Roraima,2016,Branca,15 anos ou mais,3.2,%
UF,14,Roraima,2016,Branca,18 anos ou mais,3.4,%
UF,14,Roraima,2016,Branca,25 anos ou mais,4.2,%
UF,14,Roraima,2016,Branca,40 anos ou mais,7.3,%
UF,14,Roraima,2016,Branca,60 anos ou mais,12.3,%
UF,14,Roraima,2016,Preta ou parda,15 anos ou mais,6.3,%
UF,14,Roraima,2016,Preta ou parda,18 anos ou mais,6.9,%
UF,14,Roraima,2016,Preta ou parda,25 anos ou mais,8.4,%
UF,14,Roraima,2016,Preta ou parda,40 anos ou mais,14.0,%
UF,14,Roraima,2016,Preta ou parda,60 anos ou mais,32.1,%
UF,14,Roraima,2017,Total,15 anos ou mais,5.6,%
UF,14,Roraima,2017,Total,18 anos ou mais,6.0,%
UF,14,Roraima,2017,Total,25 anos ou mais,7.7,%
UF,14,Roraima,2017,Total,40 anos ou mais,13.2,%
UF,14,Roraima,2017,Total,60 anos ou mais,30.8,%
UF,14,Roraima,2017,Branca,15 anos ou mais,3.9,%
UF,14,Roraima,2017,Branca,18 anos ou mais,4.1,%
UF,14,Roraima,2017,Branca,25 anos ou mais,5.0,%
UF,14,Roraima,2017,Branca,40 anos ou mais,8.0,%
UF,14,Roraima,2017,Branca,60 anos ou mais,18.8,%
UF,14,Roraima,2017,Preta ou parda,15 anos ou mais,6.0,%
UF,14,Roraima,2017,Preta ou parda,18 anos ou mais,6.6,%
UF,14,Roraima,2017,Preta ou parda,25 anos ou mais,8.4,%
UF,14,Roraima,2017,Preta ou parda,40 anos ou mais,14.9,%
UF,14,Roraima,2017,Preta ou parda,60 anos ou mais,34.7,%
UF,14,Roraima,2018,Total,15 anos ou mais,5.5,%
UF,14,Roraima,2018,Total,18 anos ou mais,6.0,%
UF,14,Roraima,2018,Total,25 anos ou mais,7.4,%
UF,14,Roraima,2018,Total,40 anos ou mais,12.5,%
UF,14,Roraima,2018,Total,60 anos ou mais,25.8,%
UF,14,Roraima,2018,Branca,15 anos ou mais,2.8,%
UF,14,Roraima,2018,Branca,18 anos ou mais,3.0,%
UF,14,Roraima,2018,Branca,25 anos ou mais,3.5,%
UF,14,Roraima,2018,Branca,40 anos ou mais,5.1,%
UF,14,Roraima,2018,Branca,60 anos ou mais,10.9,%
UF,14,Roraima,2018,Preta ou parda,15 anos ou mais,6.1,%
UF,14,Roraima,2018,Preta ou parda,18 anos ou mais,6.6,%
UF,14,Roraima,2018,Preta ou parda,25 anos ou mais,8.0,%
UF,14,Roraima,2018,Preta ou parda,40 anos ou mais,14.1,%
UF,14,Roraima,2018,Preta ou parda,60 anos ou mais,29.3,%
UF,14,Roraima,2019,Total,15 anos ou mais,4.6,%
UF,14,Roraima,2019,Total,18 anos ou mais,4.9,%
UF,14,Roraima,2019,Total,25 anos ou mais,6.1,%
UF,14,Roraima,2019,Total,40 anos ou mais,11.0,%
UF,14,Roraima,2019,Total,60 anos ou mais,24.1,%
UF,14,Roraima,2019,Branca,15 anos ou mais,3.5,%
UF,14,Roraima,2019,Branca,18 anos ou mais,3.6,%
UF,14,Roraima,2019,Branca,25 anos ou mais,4.5,%
UF,14,Roraima,2019,Branca,40 anos ou mais,8.0,%
UF,14,Roraima,2019,Branca,60 anos ou mais,18.0,%
UF,14,Roraima,2019,Preta ou parda,15 anos ou mais,5.0,%
UF,14,Roraima,2019,Preta ou parda,18 anos ou mais,5.4,%
UF,14,Roraima,2019,Preta ou parda,25 anos ou mais,6.7,%
UF,14,Roraima,2019,Preta ou parda,40 anos ou mais,11.9,%
UF,14,Roraima,2019,Preta ou parda,60 anos ou mais,26.0,%
UF,14,Roraima,2022,Total,15 anos ou mais,3.9,%
UF,14,Roraima,2022,Total,18 anos ou mais,4.1,%
UF,14,Roraima,2022,Total,25 anos ou mais,5.1,%
UF,14,Roraima,2022,Total,40 anos ou mais,9.4,%
UF,14,Roraima,2022,Total,60 anos ou mais,18.6,%
UF,14,Roraima,2022,Branca,15 anos ou mais,3.4,%
UF,14,Roraima,2022,Branca,18 anos ou mais,3.6,%
UF,14,Roraima,2022,Branca,25 anos ou mais,4.5,%
UF,14,Roraima,2022,Branca,40 anos ou mais,7.5,%
UF,14,Roraima,2022,Branca,60 anos ou mais,17.0,%
UF,14,Roraima,2022,Preta ou parda,15 anos ou mais,3.9,%
UF,14,Roraima,2022,Preta ou parda,18 anos ou mais,4.2,%
UF,14,Roraima,2022,Preta ou parda,25 anos ou mais,5.1,%
UF,14,Roraima,2022,Preta ou parda,40 anos ou mais,9.9,%
UF,14,Roraima,2022,Preta ou parda,60 anos ou mais,19.4,%
UF,14,Roraima,2023,Total,15 anos ou mais,4.2,%
UF,14,Roraima,2023,Total,18 anos ou mais,4.5,%
UF,14,Roraima,2023,Total,25 anos ou mais,5.5,%
UF,14,Roraima,2023,Total,40 anos ou mais,9.3,%
UF,14,Roraima,2023,Total,60 anos ou mais,20.8,%
UF,14,Roraima,2023,Branca,15 anos ou mais,2.9,%
UF,14,Roraima,2023,Branca,18 anos ou mais,2.9,%
UF,14,Roraima,2023,Branca,25 anos ou mais,3.3,%
UF,14,Roraima,2023,Branca,40 anos ou mais,5.4,%
UF,14,Roraima,2023,Branca,60 anos ou mais,15.1,%
UF,14,Roraima,2023,Preta ou parda,15 anos ou mais,4.6,%
UF,14,Roraima,2023,Preta ou parda,18 anos ou mais,4.9,%
UF,14,Roraima,2023,Preta ou parda,25 anos ou mais,6.1,%
UF,14,Roraima,2023,Preta ou parda,40 anos ou mais,10.6,%
UF,14,Roraima,2023,Preta ou parda,60 anos ou mais,22.6,%
UF,14,Roraima,2024,Total,15 anos ou mais,4.0,%
UF,14,Roraima,2024,Total,18 anos ou mais,4.2,%
UF,14,Roraima,2024,Total,25 anos ou mais,5.0,%
UF,14,Roraima,2024,Total,40 anos ou mais,8.4,%
UF,14,Roraima,2024,Total,60 anos ou mais,18.2,%
UF,14,Roraima,2024,Branca,15 anos ou mais,3.9,%
UF,14,Roraima,2024,Branca,18 anos ou mais,4.2,%
UF,14,Roraima,2024,Branca,25 anos ou mais,4.8,%
UF,14,Roraima,2024,Branca,40 anos ou mais,7.7,%
UF,14,Roraima,2024,Branca,60 anos ou mais,17.7,%
UF,14,Roraima,2024,Preta ou parda,15 anos ou mais,4.0,%
UF,14,Roraima,2024,Preta ou parda,18 anos ou mais,4.2,%
UF,14,Roraima,2024,Preta ou parda,25 anos ou mais,5.1,%
UF,14,Roraima,2024,Preta ou parda,40 anos ou mais,8.8,%
UF,14,Roraima,2024,Preta ou parda,60 anos ou mais,18.7,%
UF,15,Pará,2016,Total,15 anos ou mais,8.6,%
UF,15,Pará,2016,Total,18 anos ou mais,9.3,%
UF,15,Pará,2016,Total,25 anos ou mais,11.3,%
UF,15,Pará,2016,Total,40 anos ou mais,17.8,%
UF,15,Pará,2016,Total,60 anos ou mais,30.8,%
UF,15,Pará,2016,Branca,15 anos ou mais,5.5,%
UF,15,Pará,2016,Branca,18 anos ou mais,5.8,%
UF,15,Pará,2016,Branca,25 anos ou mais,7.3,%
UF,15,Pará,2016,Branca,40 anos ou mais,11.3,%
UF,15,Pará,2016,Branca,60 anos ou mais,21.9,%
UF,15,Pará,2016,Preta ou parda,15 anos ou mais,9.3,%
UF,15,Pará,2016,Preta ou parda,18 anos ou mais,10.0,%
UF,15,Pará,2016,Preta ou parda,25 anos ou mais,12.1,%
UF,15,Pará,2016,Preta ou parda,40 anos ou mais,19.2,%
UF,15,Pará,2016,Preta ou parda,60 anos ou mais,33.0,%
UF,15,Pará,2017,Total,15 anos ou mais,8.2,%
UF,15,Pará,2017,Total,18 anos ou mais,8.8,%
UF,15,Pará,2017,Total,25 anos ou mais,10.6,%
UF,15,Pará,2017,Total,40 anos ou mais,16.0,%
UF,15,Pará,2017,Total,60 anos ou mais,27.3,%
UF,15,Pará,2017,Branca,15 anos ou mais,6.1,%
UF,15,Pará,2017,Branca,18 anos ou mais,6.6,%
UF,15,Pará,2017,Branca,25 anos ou mais,7.7,%
UF,15,Pará,2017,Branca,40 anos ou mais,11.6,%
UF,15,Pará,2017,Branca,60 anos ou mais,19.6,%
UF,15,Pará,2017,Preta ou parda,15 anos ou mais,8.6,%
UF,15,Pará,2017,Preta ou parda,18 anos ou mais,9.3,%
UF,15,Pará,2017,Preta ou parda,25 anos ou mais,11.1,%
UF,15,Pará,2017,Preta ou parda,40 anos ou mais,17.0,%
UF,15,Pará,2017,Preta ou parda,60 anos ou mais,29.1,%
UF,15,Pará,2018,Total,15 anos ou mais,8.2,%
UF,15,Pará,2018,Total,18 anos ou mais,8.8,%
UF,15,Pará,2018,Total,25 anos ou mais,10.5,%
UF,15,Pará,2018,Total,40 anos ou mais,16.6,%
UF,15,Pará,2018,Total,60 anos ou mais,27.9,%
UF,15,Pará,2018,Branca,15 anos ou mais,6.3,%
UF,15,Pará,2018,Branca,18 anos ou mais,6.7,%
UF,15,Pará,2018,Branca,25 anos ou mais,8.3,%
UF,15,Pará,2018,Branca,40 anos ou mais,12.3,%
UF,15,Pará,2018,Branca,60 anos ou mais,19.2,%
UF,15,Pará,2018,Preta ou parda,15 anos ou mais,8.6,%
UF,15,Pará,2018,Preta ou parda,18 anos ou mais,9.2,%
UF,15,Pará,2018,Preta ou parda,25 anos ou mais,11.0,%
UF,15,Pará,2018,Preta ou parda,40 anos ou mais,17.5,%
UF,15,Pará,2018,Preta ou parda,60 anos ou mais,29.9,%
UF,15,Pará,2019,Total,15 anos ou mais,7.8,%
UF,15,Pará,2019,Total,18 anos ou mais,8.4,%
UF,15,Pará,2019,Total,25 anos ou mais,10.0,%
UF,15,Pará,2019,Total,40 anos ou mais,15.2,%
UF,15,Pará,2019,Total,60 anos ou mais,26.6,%
UF,15,Pará,2019,Branca,15 anos ou mais,5.2,%
UF,15,Pará,2019,Branca,18 anos ou mais,5.6,%
UF,15,Pará,2019,Branca,25 anos ou mais,6.5,%
UF,15,Pará,2019,Branca,40 anos ou mais,9.4,%
UF,15,Pará,2019,Branca,60 anos ou mais,16.8,%
UF,15,Pará,2019,Preta ou parda,15 anos ou mais,8.4,%
UF,15,Pará,2019,Preta ou parda,18 anos ou mais,9.0,%
UF,15,Pará,2019,Preta ou parda,25 anos ou mais,10.8,%
UF,15,Pará,2019,Preta ou parda,40 anos ou mais,16.6,%
UF,15,Pará,2019,Preta ou parda,60 anos ou mais,29.0,%
UF,15,Pará,2022,Total,15 anos ou mais,7.4,%
UF,15,Pará,2022,Total,18 anos ou mais,8.0,%
UF,15,Pará,2022,Total,25 anos ou mais,9.5,%
UF,15,Pará,2022,Total,40 anos ou mais,14.2,%
UF,15,Pará,2022,Total,60 anos ou mais,25.5,%
UF,15,Pará,2022,Branca,15 anos ou mais,5.0,%
UF,15,Pará,2022,Branca,18 anos ou mais,5.4,%
UF,15,Pará,2022,Branca,25 anos ou mais,6.5,%
UF,15,Pará,2022,Branca,40 anos ou mais,8.8,%
UF,15,Pará,2022,Branca,60 anos ou mais,16.4,%
UF,15,Pará,2022,Preta ou parda,15 anos ou mais,8.0,%
UF,15,Pará,2022,Preta ou parda,18 anos ou mais,8.7,%
UF,15,Pará,2022,Preta ou parda,25 anos ou mais,10.2,%
UF,15,Pará,2022,Preta ou parda,40 anos ou mais,15.5,%
UF,15,Pará,2022,Preta ou parda,60 anos ou mais,27.9,%
UF,15,Pará,2023,Total,15 anos ou mais,6.9,%
UF,15,Pará,2023,Total,18 anos ou mais,7.4,%
UF,15,Pará,2023,Total,25 anos ou mais,8.8,%
UF,15,Pará,2023,Total,40 anos ou mais,13.2,%
UF,15,Pará,2023,Total,60 anos ou mais,21.1,%
UF,15,Pará,2023,Branca,15 anos ou mais,4.4,%
UF,15,Pará,2023,Branca,18 anos ou mais,4.7,%
UF,15,Pará,2023,Branca,25 anos ou mais,5.5,%
UF,15,Pará,2023,Branca,40 anos ou mais,7.7,%
UF,15,Pará,2023,Branca,60 anos ou mais,13.4,%
UF,15,Pará,2023,Preta ou parda,15 anos ou mais,7.4,%
UF,15,Pará,2023,Preta ou parda,18 anos ou mais,8.0,%
UF,15,Pará,2023,Preta ou parda,25 anos ou mais,9.5,%
UF,15,Pará,2023,Preta ou parda,40 anos ou mais,14.5,%
UF,15,Pará,2023,Preta ou parda,60 anos ou mais,23.0,%
UF,15,Pará,2024,Total,15 anos ou mais,6.5,%
UF,15,Pará,2024,Total,18 anos ou mais,7.0,%
UF,15,Pará,2024,Total,25 anos ou mais,8.2,%
UF,15,Pará,2024,Total,40 anos ou mais,12.8,%
UF,15,Pará,2024,Total,60 anos ou mais,21.7,%
UF,15,Pará,2024,Branca,15 anos ou mais,5.0,%
UF,15,Pará,2024,Branca,18 anos ou mais,5.1,%
UF,15,Pará,2024,Branca,25 anos ou mais,6.0,%
UF,15,Pará,2024,Branca,40 anos ou mais,8.7,%
UF,15,Pará,2024,Branca,60 anos ou mais,16.0,%
UF,15,Pará,2024,Preta ou parda,15 anos ou mais,6.9,%
UF,15,Pará,2024,Preta ou parda,18 anos ou mais,7.4,%
UF,15,Pará,2024,Preta ou parda,25 anos ou mais,8.7,%
UF,15,Pará,2024,Preta ou parda,40 anos ou mais,13.8,%
UF,15,Pará,2024,Preta ou parda,60 anos ou mais,23.4,%
UF,16,Amapá,2016,Total,15 anos ou mais,4.7,%
UF,16,Amapá,2016,Total,18 anos ou mais,5.1,%
UF,16,Amapá,2016,Total,25 anos ou mais,6.1,%
UF,16,Amapá,2016,Total,40 anos ou mais,10.6,%
UF,16,Amapá,2016,Total,60 anos ou mais,20.6,%
UF,16,Amapá,2016,Branca,15 anos ou mais,2.9,%
UF,16,Amapá,2016,Branca,18 anos ou mais,3.1,%
UF,16,Amapá,2016,Branca,25 anos ou mais,3.8,%
UF,16,Amapá,2016,Branca,40 anos ou mais,6.4,%
UF,16,Amapá,2016,Branca,60 anos ou mais,15.9,%
UF,16,Amapá,2016,Preta ou parda,15 anos ou mais,5.1,%
UF,16,Amapá,2016,Preta ou parda,18 anos ou mais,5.6,%
UF,16,Amapá,2016,Preta ou parda,25 anos ou mais,6.6,%
UF,16,Amapá,2016,Preta ou parda,40 anos ou mais,11.6,%
UF,16,Amapá,2016,Preta ou parda,60 anos ou mais,21.6,%
UF,16,Amapá,2017,Total,15 anos ou mais,4.9,%
UF,16,Amapá,2017,Total,18 anos ou mais,5.4,%
UF,16,Amapá,2017,Total,25 anos ou mais,6.5,%
UF,16,Amapá,2017,Total,40 anos ou mais,9.5,%
UF,16,Amapá,2017,Total,60 anos ou mais,21.3,%
UF,16,Amapá,2017,Branca,15 anos ou mais,4.6,%
UF,16,Amapá,2017,Branca,18 anos ou mais,5.2,%
UF,16,Amapá,2017,Branca,25 anos ou mais,6.5,%
UF,16,Amapá,2017,Branca,40 anos ou mais,9.0,%
UF,16,Amapá,2017,Branca,60 anos ou mais,16.9,%
UF,16,Amapá,2017,Preta ou parda,15 anos ou mais,5.0,%
UF,16,Amapá,2017,Preta ou parda,18 anos ou mais,5.4,%
UF,16,Amapá,2017,Preta ou parda,25 anos ou mais,6.5,%
UF,16,Amapá,2017,Preta ou parda,40 anos ou mais,9.6,%
UF,16,Amapá,2017,Preta ou parda,60 anos ou mais,22.5,%
UF,16,Amapá,2018,Total,15 anos ou mais,5.7,%
UF,16,Amapá,2018,Total,18 anos ou mais,6.0,%
UF,16,Amapá,2018,Total,25 anos ou mais,7.7,%
UF,16,Amapá,2018,Total,40 anos ou mais,13.2,%
UF,16,Amapá,2018,Total,60 anos ou mais,27.5,%
UF,16,Amapá,2018,Branca,15 anos ou mais,3.6,%
UF,16,Amapá,2018,Branca,18 anos ou mais,3.7,%
UF,16,Amapá,2018,Branca,25 anos ou mais,4.4,%
UF,16,Amapá,2018,Branca,40 anos ou mais,8.4,%
UF,16,Amapá,2018,Branca,60 anos ou mais,19.4,%
UF,16,Amapá,2018,Preta ou parda,15 anos ou mais,6.2,%
UF,16,Amapá,2018,Preta ou parda,18 anos ou mais,6.6,%
UF,16,Amapá,2018,Preta ou parda,25 anos ou mais,8.5,%
UF,16,Amapá,2018,Preta ou parda,40 anos ou mais,14.4,%
UF,16,Amapá,2018,Preta ou parda,60 anos ou mais,29.5,%
UF,16,Amapá,2019,Total,15 anos ou mais,5.1,%
UF,16,Amapá,2019,Total,18 anos ou mais,5.5,%
UF,16,Amapá,2019,Total,25 anos ou mais,6.9,%
UF,16,Amapá,2019,Total,40 anos ou mais,11.5,%
UF,16,Amapá,2019,Total,60 anos ou mais,21.9,%
UF,16,Amapá,2019,Branca,15 anos ou mais,4.4,%
UF,16,Amapá,2019,Branca,18 anos ou mais,4.7,%
UF,16,Amapá,2019,Branca,25 anos ou mais,5.9,%
UF,16,Amapá,2019,Branca,40 anos ou mais,10.2,%
UF,16,Amapá,2019,Branca,60 anos ou mais,24.2,%
UF,16,Amapá,2019,Preta ou parda,15 anos ou mais,5.3,%
UF,16,Amapá,2019,Preta ou parda,18 anos ou mais,5.7,%
UF,16,Amapá,2019,Preta ou parda,25 anos ou mais,7.1,%
UF,16,Amapá,2019,Preta ou parda,40 anos ou mais,11.7,%
UF,16,Amapá,2019,Preta ou parda,60 anos ou mais,21.0,%
UF,16,Amapá,2022,Total,15 anos ou mais,5.0,%
UF,16,Amapá,2022,Total,18 anos ou mais,5.3,%
UF,16,Amapá,2022,Total,25 anos ou mais,6.5,%
UF,16,Amapá,2022,Total,40 anos ou mais,10.5,%
UF,16,Amapá,2022,Total,60 anos ou mais,21.2,%
UF,16,Amapá,2022,Branca,15 anos ou mais,2.2,%
UF,16,Amapá,2022,Branca,18 anos ou mais,2.2,%
UF,16,Amapá,2022,Branca,25 anos ou mais,2.9,%
UF,16,Amapá,2022,Branca,40 anos ou mais,4.9,%
UF,16,Amapá,2022,Branca,60 anos ou mais,15.5,%
UF,16,Amapá,2022,Preta ou parda,15 anos ou mais,5.7,%
UF,16,Amapá,2022,Preta ou parda,18 anos ou mais,6.0,%
UF,16,Amapá,2022,Preta ou parda,25 anos ou mais,7.3,%
UF,16,Amapá,2022,Preta ou parda,40 anos ou mais,11.8,%
UF,16,Amapá,2022,Preta ou parda,60 anos ou mais,22.3,%
UF,16,Amapá,2023,Total,15 anos ou mais,5.8,%
UF,16,Amapá,2023,Total,18 anos ou mais,6.1,%
UF,16,Amapá,2023,Total,25 anos ou mais,7.4,%
UF,16,Amapá,2023,Total,40 anos ou mais,12.6,%
UF,16,Amapá,2023,Total,60 anos ou mais,24.9,%
UF,16,Amapá,2023,Branca,15 anos ou mais,3.5,%
UF,16,Amapá,2023,Branca,18 anos ou mais,3.7,%
UF,16,Amapá,2023,Branca,25 anos ou mais,4.8,%
UF,16,Amapá,2023,Branca,40 anos ou mais,8.9,%
UF,16,Amapá,2023,Branca,60 anos ou mais,27.1,%
UF,16,Amapá,2023,Preta ou parda,15 anos ou mais,6.3,%
UF,16,Amapá,2023,Preta ou parda,18 anos ou mais,6.6,%
UF,16,Amapá,2023,Preta ou parda,25 anos ou mais,7.9,%
UF,16,Amapá,2023,Preta ou parda,40 anos ou mais,13.4,%
UF,16,Amapá,2023,Preta ou parda,60 anos ou mais,24.9,%
UF,16,Amapá,2024,Total,15 anos ou mais,5.4,%
UF,16,Amapá,2024,Total,18 anos ou mais,5.7,%
UF,16,Amapá,2024,Total,25 anos ou mais,7.0,%
UF,16,Amapá,2024,Total,40 anos ou mais,11.6,%
UF,16,Amapá,2024,Total,60 anos ou mais,23.1,%
UF,16,Amapá,2024,Branca,15 anos ou mais,2.8,%
UF,16,Amapá,2024,Branca,18 anos ou mais,3.0,%
UF,16,Amapá,2024,Branca,25 anos ou mais,3.8,%
UF,16,Amapá,2024,Branca,40 anos ou mais,5.4,%
UF,16,Amapá,2024,Branca,60 anos ou mais,12.2,%
UF,16,Amapá,2024,Preta ou parda,15 anos ou mais,6.0,%
UF,16,Amapá,2024,Preta ou parda,18 anos ou mais,6.4,%
UF,16,Amapá,2024,Preta ou parda,25 anos ou mais,7.8,%
UF,16,Amapá,2024,Preta ou parda,40 anos ou mais,13.0,%
UF,16,Amapá,2024,Preta ou parda,60 anos ou mais,25.7,%
UF,17,Tocantins,2016,Total,15 anos ou mais,9.5,%
UF,17,Tocantins,2016,Total,18 anos ou mais,10.3,%
UF,17,Tocantins,2016,Total,25 anos ou mais,12.6,%
UF,17,Tocantins,2016,Total,40 anos ou mais,20.4,%
UF,17,Tocantins,2016,Total,60 anos ou mais,39.5,%
UF,17,Tocantins,2016,Branca,15 anos ou mais,6.7,%
UF,17,Tocantins,2016,Branca,18 anos ou mais,7.2,%
UF,17,Tocantins,2016,Branca,25 anos ou mais,8.9,%
UF,17,Tocantins,2016,Branca,40 anos ou mais,13.8,%
UF,17,Tocantins,2016,Branca,60 anos ou mais,26.5,%
UF,17,Tocantins,2016,Preta ou parda,15 anos ou mais,10.4,%
UF,17,Tocantins,2016,Preta ou parda,18 anos ou mais,11.3,%
UF,17,Tocantins,2016,Preta ou parda,25 anos ou mais,13.7,%
UF,17,Tocantins,2016,Preta ou parda,40 anos ou mais,22.4,%
UF,17,Tocantins,2016,Preta ou parda,60 anos ou mais,44.2,%
UF,17,Tocantins,2017,Total,15 anos ou mais,9.4,%
UF,17,Tocantins,2017,Total,18 anos ou mais,10.1,%
UF,17,Tocantins,2017,Total,25 anos ou mais,11.9,%
UF,17,Tocantins,2017,Total,40 anos ou mais,19.6,%
UF,17,Tocantins,2017,Total,60 anos ou mais,36.0,%
UF,17,Tocantins,2017,Branca,15 anos ou mais,7.8,%
UF,17,Tocantins,2017,Branca,18 anos ou mais,8.4,%
UF,17,Tocantins,2017,Branca,25 anos ou mais,9.4,%
UF,17,Tocantins,2017,Branca,40 anos ou mais,15.1,%
UF,17,Tocantins,2017,Branca,60 anos ou mais,25.5,%
UF,17,Tocantins,2017,Preta ou parda,15 anos ou mais,9.8,%
UF,17,Tocantins,2017,Preta ou parda,18 anos ou mais,10.6,%
UF,17,Tocantins,2017,Preta ou parda,25 anos ou mais,12.6,%
UF,17,Tocantins,2017,Preta ou parda,40 anos ou mais,20.9,%
UF,17,Tocantins,2017,Preta ou parda,60 anos ou mais,39.9,%
UF,17,Tocantins,2018,Total,15 anos ou mais,9.1,%
UF,17,Tocantins,2018,Total,18 anos ou mais,9.7,%
UF,17,Tocantins,2018,Total,25 anos ou mais,11.5,%
UF,17,Tocantins,2018,Total,40 anos ou mais,18.0,%
UF,17,Tocantins,2018,Total,60 anos ou mais,32.6,%
UF,17,Tocantins,2018,Branca,15 anos ou mais,6.7,%
UF,17,Tocantins,2018,Branca,18 anos ou mais,7.2,%
UF,17,Tocantins,2018,Branca,25 anos ou mais,8.3,%
UF,17,Tocantins,2018,Branca,40 anos ou mais,13.1,%
UF,17,Tocantins,2018,Branca,60 anos ou mais,25.0,%
UF,17,Tocantins,2018,Preta ou parda,15 anos ou mais,9.8,%
UF,17,Tocantins,2018,Preta ou parda,18 anos ou mais,10.5,%
UF,17,Tocantins,2018,Preta ou parda,25 anos ou mais,12.5,%
UF,17,Tocantins,2018,Preta ou parda,40 anos ou mais,19.4,%
UF,17,Tocantins,2018,Preta ou parda,60 anos ou mais,34.9,%
UF,17,Tocantins,2019,Total,15 anos ou mais,8.9,%
UF,17,Tocantins,2019,Total,18 anos ou mais,9.6,%
UF,17,Tocantins,2019,Total,25 anos ou mais,11.1,%
UF,17,Tocantins,2019,Total,40 anos ou mais,16.9,%
UF,17,Tocantins,2019,Total,60 anos ou mais,32.7,%
UF,17,Tocantins,2019,Branca,15 anos ou mais,6.7,%
UF,17,Tocantins,2019,Branca,18 anos ou mais,7.1,%
UF,17,Tocantins,2019,Branca,25 anos ou mais,7.9,%
UF,17,Tocantins,2019,Branca,40 anos ou mais,12.0,%
UF,17,Tocantins,2019,Branca,60 anos ou mais,25.0,%
UF,17,Tocantins,2019,Preta ou parda,15 anos ou mais,9.4,%
UF,17,Tocantins,2019,Preta ou parda,18 anos ou mais,10.1,%
UF,17,Tocantins,2019,Preta ou parda,25 anos ou mais,11.9,%
UF,17,Tocantins,2019,Preta ou parda,40 anos ou mais,18.2,%
UF,17,Tocantins,2019,Preta ou parda,60 anos ou mais,34.7,%
UF,17,Tocantins,2022,Total,15 anos ou mais,7.2,%
UF,17,Tocantins,2022,Total,18 anos ou mais,7.7,%
UF,17,Tocantins,2022,Total,25 anos ou mais,9.2,%
